Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
Taicang Kailin Paint Co. ltd,[' 96-33-3'],[' Methyl acrylate'],['   0512-53293375'],[' zhangchong328@126.com'],['http://www.kailinpaint.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taicang Xinhu Chemical Co., Ltd",[' 598-22-1'],[' Propionyl bromide'],['   021-62960152'],[' 934678158@qq.com'],['https://www.chemicalbook.com/ShowSupplierProductsList5635/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taixing Foreign Trade Nanjing Co., Ltd",[' 611-19-8'],[' 2-Chlorobenzyl chloride'],['   025-83346564'],[' baiwei@tx-chem.com'],['http://www.tx-chem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taixing Foreign Trade Nanjing Co., Ltd.","[' 68-11-1', ' 611-19-8']","[' 2-Chlorobenzyl chloride', ' THIOGLYCOLIC ACID']",['+8613182976929   '],[' sales@tx-chem.com'],['http://www.tx-chem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],['2023-07-19'],"['Purity: 80%; 90%; 99% | Package: 250kgs;|260kgs;|1000kgs', 'Purity: 0.99 | Package: 200kg']"
"Taixing Haichuan Biotechnology Co., Ltd.","[' 100-52-7', ' 56553-60-7', ' 78-67-1', ' 19099-93-5']","[' 1-(Benzyloxycarbonyl)-4-piperidinone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Sodium triacetoxyborohydride', ' Benzaldehyde']",['+8614760821013   '],[' 1816280386@qq.com'],"[nan, 'http://']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=17#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=11#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 98% | Package: 10mg;1g;10g;100g;1kg', 'Purity: 98% | Package: 100mg/1g/10g/100g/1kg', 'Purity: 98% HPLC | Package: 10g;100g;500g;1kg;5kg;10kg', 'Purity: 98% HPLC | Package: 1KG;10KG;100KG']"
"Taiyuan CJ Trading Co., Ltd","[' 10342-83-3', ' 28578-16-7']","[' PMK ethyl glycidate PMK Powder PMK Oil', ' 1-(4-Bromophenyl)propan-1-one']","['+86+86-18536636121   ', '+8618971353902    027-027-18971353-902']","[' 2242508613@qq.com', ' anna@lianxuchemical.com']",['https://www.chemicalbook.com/ShowSupplierProductsList1168917/0.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=1#J_Condition']","[nan, '25kg']","[nan, '80.00']","[nan, 'Jan4,2024']",[nan],"['Purity: 99% | Package: 1kg/;25kg/;1000kg/', 'Purity: 99.9% | Package: 1kg;100USD']"
Taizhou Chuangyuan Industrial Technology Co. Ltd.,"[' 103-63-9', ' 622-24-2']","[' Phenethyl chloride', ' (2-Bromoethyl)benzene']","['+8613757609826   ', '   0086-311-66600578']","[' sales@tzchemical.com', ' sales@aopharm.com']",['http://www.chemicalbook.com/ShowSupplierProductsList30947/0.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99GC;98GC | Package: 200kg;25kg;5kg;1kg;500g;250g;100g;50g;25g;20g;10g;5g']"
Taizhou Crene Biotechnology Co. Ltd.,[' 131543-23-2'],"[' WIN 55,212-2 MESYLATE']",['   +86-371- 55366292'],[' info@hnsunlake.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taizhou Crene Chempharm Co., Ltd.",[' 131543-23-2'],"[' WIN 55,212-2 MESYLATE']",['   +86-319-5326157'],[' mary@zwytech.com'],['http://www.pharm-intermediates.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taizhou Greenland Chemical Co., Ltd.","[' 123-39-7', ' 598-22-1']","[' N-Methylformamide', ' Propionyl bromide']","['   86-579-82660891', '   0523-86297969 86297269 18252654655']","[' sales@ldpharma.com', ' sales@chinahuayichem.com']",['https://www.chemicalbook.com/ShowSupplierProductsList15482/0_EN.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Taizhou Jiecheng Chemical Co., Ltd.",[' 7361-61-7'],[' Xylazine'],['+8613372282299   '],[' sales@shringchem.com'],['http://www.jiechengchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],['Package: 5KG;1KG']
Taizhou Medicine & Chemical Research Institute,"[' 103-63-9', ' 622-24-2']","[' Phenethyl chloride', ' (2-Bromoethyl)benzene']","['+8618871490274    027-59599241', '   0576-85289468']","[' xucp6@sina.com', ' 1400878000@qq.com']","['http://www.tzchemical.com/template/2-bromoethyl-cn.htm', 'http://www.tzchemical.com/template/2-chloroethyl-cn.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Taizhou New East Pharmaceutical & Chemical Co., Ltd.",[' 5337-93-9'],"["" 4'-Methylpropiophenone""]","['   +86-25-83697070', '+8618871490274    027-59599241']","[' 1400878000@qq.com', ' sales@chemlin.com.cn']",['http://www.tzeastchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Taizhou Tongxin Bio-Tech Co., Ltd","[' 3612-20-2', ' 19099-93-5']","[' benzyl 4-oxopiperidine-1-carboxylate', ' N-Benzyl-4-piperidone']","['+8618652728585    0523-18601685', '   +86-512-68026040']","[' sales@fengming-lc.com', ' sales@allyrise.com']",['http://'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99%']"
"Tangshan Moneide Trading Co., Ltd.",[' 611-19-8'],[' 2-Chlorobenzyl chloride'],['+86+8615633399667    315-+86-315-8309571'],[' sales@moneidechem.com'],['http://www.moneidechem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 99%min. | Package: 500g;1kg;25kg']
"Tangyuan Life Science (Shanghai) Co., Ltd","[' 79-03-8', ' 79-09-4', ' 62-53-3', ' 56553-60-7', ' 28578-16-7', ' 49851-31-2', ' 110-62-3', ' 78-67-1', ' 100-52-7', ' 705-60-2', ' 140-88-5', ' 19099-93-5', ' 288573-56-8', ' 68-11-1', ' 5413-05-8', ' 123-39-7', ' 96-33-3', ' 110-63-4', ' 7361-61-7', ' 103-63-9', ' 1445-73-4', ' 1165-22-6']","[' 1-Phenyl-2-nitropropene', ' (2-Bromoethyl)benzene', ' N-Methylformamide', ' Sodium triacetoxyborohydride', ' Aniline', ' Mercaptoacetic acid', ' Valeraldehyde', ' Methyl acrylate', ' Propionyl chloride', ' Α-Bromovalerophenone', ' Ethyl 2-phenylacetoacetate', ' N-CBZ-4-piperidone', ' N-methyl-4-piperidone', ' Benzaldehyde', ' 1,4-Butanediol', ' Xylazine free base', ' Propionic acid', ' Azobisisobutyronitrile', ' thienylfentanyl', ' PMK ethyl glycidate', ' Ethyl acrylate', ' 1-BOC-4-(4-FLUORO-PHENYLAMINO)-PIPERIDINE']","['   18769708263', '15871472056    027-51837617', '+86    400', '+8615271838296   ']","[' 1659622278@qq.com', ' kyra@quanjinci.com', ' 815100981@qq.com', ' sales@townyuan.com']",['http://www.townyuan.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=288573-56-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1165-22-6&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=1#J_Condition']","[nan, '1kg']","[nan, '310.00']","[nan, 'Oct26,2023']",[nan],"['Purity: 99% | Package: 1KG;5KG;10KG;100KG', nan, 'Purity: 99', 'Purity: 99% | Package: 1KG;25KG', 'Purity: 97% | Package: 1KG;5KG;10KG;100KG', 'Purity: 99% | Package: 30KG;270KG;1200KG', 'Purity: 99% | Package: 25KG;200KG', 'Purity: 99% | Package: 20KG;160KG', 'Purity: 99% | Package: 1KG;25KG;50KG', 'Purity: 98% | Package: 1KG;5KG;10KG;100KG', 'Purity: 99% | Package: 1KG;5KG;10KG', 'Purity: 97% | Package: 25KG;50KG', 'Purity: 99% | Package: 5KG;25KG;200KG', 'Purity: 99% | Package: 1KG;25KG;200KG', 'Purity: 0.99|Package: 1kg;102.00;USD']"
Tasly Group Inc,[' 3612-20-2'],[' N-Benzyl-4-piperidone'],['13917602471    021-021-60345187'],[' lzz841106@aliyun.com'],['http://www.tasly.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],['Purity: >98%']
"Tengzhou Aochen Industry and Trade Co., Ltd.","[' 79-09-4', ' 96-33-3', ' 62-53-3', ' 110-63-4', ' 140-88-5']","[' Propionic acid', ' Aniline', ' Ethyl acrylate', ' methylacrylate', ' 1,4-Butanediol']",['   0632-5156656'],[' aochenhg@163.com'],"[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList1001079/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=17#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Tengzhou Wutong Spice Co., Ltd.",[' 611-19-8'],[' 2-Chlorobenzyl chloride'],['   0632-5658328'],[' genian.shan@wu-tong.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=12#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Tengzhou Yuanheng Biological Technology Co., Ltd.","[' 60-12-8', ' 93-92-5']","[' Phenethyl alcohol', ' Styralyl acetate']","['+8613407122916    027-027-83855385', '   0632-2985887']","[' tzyuanhengchem@126.com', ' 353799526@qq.com']","[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList1914598/0_EN.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=12#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% HPLC | Package: 1T,25KG,5KG,1KG']"
Tetranov Biopharm,[' 19099-93-5'],[' 1-(Benzyloxycarbonyl)-4-piperidinone'],['13674959855   '],[' sales@leadmedpharm.com'],['http://www.leadmedpharm.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 98% | Package: 5g 10g 25g 50g 100g']
"Tianjin Baima Technology Co., LTD","[' 495-40-9', ' 98-86-2', ' 110-63-4', ' 56553-60-7', ' 60-12-8']","[' Phoenyl Ethyl Alcohol Nat', ' Acetophenone', ' Sodium triacetoxyborohydride', ' 1,4-Butanediol', ' Butyrophenone']","['+8617002132182    021-021-59178156', '+8613393721940   ', '+8615620955089    022-022-88195255']","[' sales@vcommend.com', ' 359382369@qq.com', ' 362698781@qq.com']","[nan, 'http://www.biochem-mart.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=12#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 500g', 'Purity: 98% | Package: 500ml', 'Purity: 180kg/drum | Package: 50,70,90%', 'Purity: 97% | Package: 1g，5g，10g;50g;100g;500g;1kg;5kg;25kg']"
"Tianjin Beilian Fine Chemicals Development Co., Ltd.","[' 100-52-7', ' 98-86-2']","[' Acetophenone', ' Benzaldehyde']",['   022-27482013'],[' beilianjingxi@126.com'],[nan],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=15#J_Condition']",[nan],[nan],[nan],[nan],[nan]
Tianjin Fuxin Trading Company,[' 100-52-7'],[' Benzaldehyde'],['   022-58221236'],[' 524184512@qq.com'],['http://www.tjfuxinsm.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
Tianjin Guangfu Technology Development Co. LTD,[' 110-63-4'],"[' 1,4-Butanediol']",['+8613132141716    022-022-85689490'],[' 2990156218@qq.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=14#J_Condition'],[nan],[nan],[nan],[nan],['Purity: AR | Package: 500ml']
"Tianjin Ji Ping Jia Chemical Co., Ltd.",[' 21086-33-9'],[' 2-bromo-1-(4-methoxyphenyl)propan-1-one'],['+8613912903754   '],[' info@becaspharma.com'],['http://jpjchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=21086-33-9&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],"['Purity: 97% HPLC | Package: 1g,5g,10g,25g']"
"Tianjin Kaiyuan Chemical Trading Co., Ltd",[' 78-67-1'],"["" 2,2'-Azobis(2-methylpropionitrile)""]",['   022-59891255 59891266'],[' sales@kaiyuanchem.com'],['http://www.kaiyuanchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Tianjin Kemiou Chemical Reagent Co., Ltd.","[' 98-86-2', ' 68-11-1', ' 100-52-7', ' 79-09-4', ' 96-33-3', ' 62-53-3', ' 110-63-4', ' 140-88-5', ' 60-12-8', ' 110-62-3']","[' Propionic acid', ' Valeraldehyde', ' Acetophenone', ' Benzaldehyde', ' Mercaptoacetic acid', ' Aniline', ' Ethyl acrylate', ' methylacrylate', ' 1,4-Butanediol', ' Phenethyl alcohol']","['+8615620955089    022-022-88195255', '13902142909   ']","[' kermel@163.com', ' 362698781@qq.com']","[nan, 'http://www.chemreagent.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=15#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=17#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 25g-10kg']"
"Tianjin Ruide Famo Technology Co., Ltd","[' 79-03-8', ' 1445-73-4', ' 3612-20-2', ' 1445752-09-9', ' 19099-93-5']","[' N-CBZ-4-piperidone', ' N-methyl-4-piperidone', ' AB-PINACA', ' propionyl chloride', ' N-Benzyl-4-piperidone']","['+8613821803402   ', '+8616621771607   ', '+86    400-6206333']","[' market@aladdin-e.com', ' RD_PHARM@163.com', ' exbio_tech@163.com']","[nan, 'http://']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445752-09-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=11#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98% | Package: 1kg', 'Purity: 99% | Package: 50kg']"
Tianjin Snow Bio-technique Co.Ltd.,"[' 100-46-9', ' 78-67-1', ' 98-86-2', ' 100-52-7', ' 1883284-94-3', ' 62-53-3', ' 110-63-4', ' 598-21-0', ' 140-88-5', ' 877-37-2', ' 5337-93-9', ' 1009-14-9']","[' Benzylamine', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' 2-Bromo-1-(4-chlorophenyl)-1-propanone', ' Benzaldehyde', ' FDU-PB-22', ' Valerophenone', ' Aniline', ' Ethyl acrylate', ' 1,4-Butanediol', "" 4'-Methylpropiophenone""]","['+8613783527580    0371-55074660', '   +86-022-60980596', '+864000665055    021-50795510', '+86    371-66670886', '   0755-26755892']","[' syeu@accelachem.com', ' info@dakenam.com', ' Lingzhiyue@aliyun.com', ' service@neobioscience.com', ' Administrator@snowbiote.com']",['https://www.chemicalbook.com/ShowSupplierProductsList30326/0_EN.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1883284-94-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98% | Package: 100KG,25KG,5KG;1KG', 'Purity: >=95% | Package: 5g', 'Purity: 99% | Package: 5KG;1KG']"
"Tianjin Yao Technology Development Co., Ltd.",[' 5413-05-8'],[' ethyl 3-oxo-2-phenylbutanoate'],['+8618902014291    022-022-18902014291'],[' byswxsb01@163.com'],['https://www.chemicalbook.com/ShowSupplierProductsList15702/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 95% HPLC | Package: 1kg；100kg 1000kg']
"Tianjin Yixing Biotechnology Co. , Ltd.",[' 56553-60-7'],[' Sodium triacetoxyborohydride'],['+8618100103827    022-82103883'],[' sales@tjyixingbio.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=15#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 纯度>=97.0%，白色至类白色粉末 | Package: 1kg，10kg，100kg']
Tianjin Yong-largest chemical reagents Development Center,[' 110-63-4'],"[' 1,4-Butanediol']",['   022-27979001'],[' tjydsj@sina.com'],['https://www.chemicalbook.com/ShowSupplierProductsList11672/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Tianjin YongSheng Biotechnology Co., Ltd.",[' 19099-93-5'],[' 1-Cbz-4-Piperidone'],['13512258274    022-022-60987737'],[' sales@immortalbio.com'],['http://www.immortalbio.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=3#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 98% HPLC']
Tianjin Yongda Chemical Reagent Development Center,"[' 110-63-4', ' 100-52-7', ' 98-86-2']","[' 1,4-Butanediol', ' Acetophenone', ' Benzaldehyde']",['   022-27979990'],[' tjyongda@eyou.com'],['http://www.ydhxsj.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=7#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Tianjin Zhongxin Chemtech Co., Ltd.","[' 110-63-4', ' 78-67-1', ' 598-21-0', ' 68-11-1']","[' Bromoacetyl bromide', ' 1,4-Butanediol', ' mercaptoethanoic acid', "" 2,2'-Azodiisobutyronitrile(AIBN)""]",['+86+8618622897568    022-+86-022-66880623'],[' sales@tjzxchem.com'],['http://www.tjzxchem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],"[nan, '2019-12-26']","['Purity: 98%min | Package: 50Kg/Drum;USD', 'Purity: 99%min | Package: 200kgs drum', 'Purity: / | Package: 100ASSAYS;0USD', 'Purity: / | Package: 100PCS;USD']"
"Tianjin shijia biomedical technology co., LTD",[' 100-52-7'],[' Benzaldehyde'],['   18502675601'],[' tjshj1212@163.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition'],[nan],[nan],[nan],[nan],['Package: 100mg/']
"Tianjing Meitian Chemical Co.,Ltd.",[' 56553-60-7'],[' Sodium triacetoxyborohydride'],['   022-28729750'],[' sales@meitianchem.com'],['https://www.chemicalbook.com/ShowSupplierProductsList18608/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=7#J_Condition'],[nan],[nan],[nan],[nan],[nan]
