CoC_ID,Company_ID,Attribute_ID,Attribute,Value
,798,1,Name,Linhai Xinghua Chemical Factory
,798,3,Products, Phenethyl alcohol
,798,10,Contact,"{'Tel': ['   0632-2985887'], 'Email': [' tzyuanhengchem@126.com']}"
,798,11,Website,nan
,798,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=13#J_Condition
,799,1,Name,"Linhai Yida Trading Co.,Ltd."
,799,3,Products," Aniline ;  Propionic acid ;  N-Methylformamide ;  1,4-Butanediol ;  2,2'-Azobis(2-methylpropionitrile) ;  Propionyl chloride ;  Benzylamine ;  Acetophenone"
,799,10,Contact,"{'Tel': ['13958599911    0576-85311311'], 'Email': [' sales@yidatrade.com']}"
,799,11,Website,nan ; http://www.yidatrade.com/
,799,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=11#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
,800,1,Name,"Linyi Jiandong Chemical Co., Ltd"
,800,3,Products, Aniline
,800,10,Contact,"{'Tel': ['   0539-3127308'], 'Email': [' sales@jiandongchem.com']}"
,800,11,Website,nan
,800,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=13#J_Condition
,801,1,Name,"Liyang Yutian Chemical Co., Ltd"
,801,3,Products, Benzylamine
,801,10,Contact,"{'Tel': ['   0519-87190111'], 'Email': [' yhh@yutianchem.com']}"
,801,11,Website,"http://www.yutianchem.com/cgi/search-en.cgi?f=product_en+company_en_1_&t=product_en&w=product_en&cate2=Intermedine,agricultural%20chemical%20series"
,801,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=5#J_Condition
,802,1,Name,Loyal Gain International Enterprise Limited
,802,3,Products, Propionyl bromide
,802,10,Contact,"{'Tel': ['   +86-571-83715115'], 'Email': [' sales@yunuochem.com']}"
,802,11,Website,http://www.loyalgain.cn/product/Organic.htm
,802,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition
,803,1,Name,"Lu light in Zibo Chemical Co., Ltd."
,803,3,Products, Aniline
,803,10,Contact,"{'Tel': ['   0533-3983918 13371581222 18605336902'], 'Email': [' xiaoshou@luzhongchem.com']}"
,803,11,Website,http://www.luzhongchem.com/
,803,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
,804,1,Name,Luoyang Xigong District Tengyi Material Supply Station
,804,3,Products, Acetophenone ;  Benzaldehyde
,804,10,Contact,"{'Tel': ['   13937927043'], 'Email': [' lytengyi@126.com']}"
,804,11,Website,nan
,804,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=15#J_Condition
,805,1,Name,"MINKESH (SHANGHAI) CO., LTD."
,805,3,Products," Ethyl 3-(benzo[d][1,3]dioxol-5-yl)-2-methyloxirane-2-carboxylate ;  3-oxo-2-phenylbutanoic acid"
,805,10,Contact,"{'Tel': ['13167252998    21-20980300'], 'Email': [' sales@minkesh.com']}"
,805,11,Website,http://www.kingkongindustrial.com/
,805,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=4433-88-9&a=China&left=True&page=1#J_Condition
,806,1,Name,"MOKESI TECHNOLOGY CO., LIMITED"
,806,3,Products, FDU-PB-22 ;  Xylazine
,806,10,Contact,"{'Tel': ['+8615932657220   ', '15800340161   '], 'Email': [' info@zzsrm.com', ' sales05@hebeiendun.cn']}"
,806,11,Website,http://www.mokesitech.com/
,806,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1883284-94-3&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=2#J_Condition
,807,1,Name,"Macheng jinxin biotechnology co., LTD"
,807,3,Products," 2-Bromoethyl)benzene ;  Phenylpropyl aldehyde ;  1,4-Butanediol ;  Benzylamine ;  Acetophenone ;  Benzaldehyde"
,807,10,Contact,"{'Tel': ['18271582018   '], 'Email': [' 1126319697@qq.com']}"
,807,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList31141/0.htm ; http://www.chemicalbook.com/ShowSupplierProductsList31141/0.htm
,807,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=7#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=8#J_Condition
,808,1,Name,"Mainchem Co., Ltd."
,808,3,Products,"nan ;  DL-1-Phenethylalcohol ;  1,4-Butanediol （BDO） ;  Phenethyl alcohol ;  2-Phenylacetophenone ;  Bromoacety Bromide ;  O-Chlorobenzyl Chloride ;  Valeraldehyde ;  Propionic Acid ;  2,2'-Azobis(2-Methylpropionitrile) ;  Ethyl Acrylate ;  (2-Bromoethyl)benzene ;  N-Methylformamide ;  1-Benzyl-4-piperidone ;  1-Methyl-4-Piperidone ;  Phenethyl chloride ;  Butyrophenone ;  Benzaldehyde ;  Thioglycolic acid ;  4-Methylpropiophenone ;  Sulfadimethoxine ;  Sodium Triacetoxyborohydride ;  Benzophenone ;  Phenylacetaldehyde ;  Propionyl chloride ;  Benzylamine"
,808,10,Contact,"{'Tel': [nan, '+8618058761490    0571-86217390', '+8618030271905    86-05926210733', '+86+8618071517867   ', '+8615093356674    0371-+86-0371-86658258', '+8618922120635    18922120635', '+8615255079626   ', '+86+86-85511178    0371-+86-85511178', '+8619955145978    199-55145978'], 'Email': [nan, ' eric@witopchemical.com', ' laboratory@coreychem.com', ' sales8@anhuiyiao.com', ' info@gihichemicals.com', ' sarah@mainchem.com', ' sales@toref-standards.com', ' info@lihepharma.com', ' peter68@ptchemgroup.com']}"
,808,11,Website,nan ; http://www.mainchem.com/
,808,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=38129-46-3&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=4#J_Condition
,809,1,Name,"Mancinor Technology Co., Ltd."
,809,3,Products, 2-Phenylacetophenone ;  Phenylpropyl aldehyde
,809,10,Contact,"{'Tel': ['+8619719236623   '], 'Email': [' 2885515945@qq.com']}"
,809,11,Website,https://www.mancinor.com/
,809,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=6#J_Condition
,810,1,Name,"Manley Biological Technology Co.,Ltd."
,810,3,Products, THJ-018
,810,10,Contact,"{'Tel': ['+8618729576160    029-+86-29-89586680'], 'Email': [' 1026@dideu.com']}"
,810,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList30307/0_EN.htm
,810,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1364933-55-0&a=China&left=True&page=1#J_Condition
,811,1,Name,"Mashilabs (Shanghai) Co.,Ltd."
,811,3,Products, 1-Benzyl-4-piperidone ;  N-methyl-4-piperidone ;  N-CBZ-4-piperidone
,811,10,Contact,"{'Tel': ['+8619916721580    021-021-00000000', '+8615021879576   '], 'Email': [' wen-jing.ma@chemlin.com.cn', ' info@mashilabs.com']}"
,811,11,Website,http://www.mashilabs.com/
,811,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=8#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=10#J_Condition
,812,1,Name,"Masteam Bio-tech Co., Ltd."
,812,3,Products, 1-Cbz-4-Piperidone
,812,10,Contact,"{'Tel': ['+8615897918789   '], 'Email': [' bruce.lei@masteam.com']}"
,812,11,Website,http://www.masteam.com/
,812,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=1#J_Condition
,813,1,Name,MedBioPharmaceutical Technology Inc
,813,3,Products," CP-55,940 ;  Sulfadimethoxine ;  N-Methylformamide ;  Butonitazene ;  1,4-Butanediol"
,813,10,Contact,"{'Tel': ['+8615271838296   ', '   010-60291560', '18916172912    021-021-69568360'], 'Email': [' yangmei@bioneeds.net', ' order@med-bio.cn', ' kyra@quanjinci.com']}"
,813,11,Website,nan ; http://www.med-bio.cn/
,813,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=95810-54-1&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=83002-04-4&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=7#J_Condition
,814,1,Name,"Medsyn Biotechnology Co., Ltd"
,814,3,Products, N-Phenyl-N-(4-piperidinyl)propanamide admixture with HCl salt
,814,10,Contact,"{'Tel': ['+8615121117545   '], 'Email': [' viola.liu@medsynbio.cn']}"
,814,11,Website,http://www.medsynbio.cn/
,814,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1609-66-1&a=China&left=True&page=1#J_Condition
,815,1,Name,"Meishan Luyuan bio-pharmaceutical Technology Co. , Ltd."
,815,3,Products, Benzaldehyde
,815,10,Contact,"{'Tel': ['+8613320932187    028-028-37664989'], 'Email': [' 2582135172@qq.com']}"
,815,11,Website,nan
,815,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=17#J_Condition
,816,1,Name,"Meryer (Shanghai) Chemical Technology Co., Ltd."
,816,3,Products," 2-Chlorobenzyl chloride ;  Propionyl Chloride ;  Xylazine ;  WIN 55,212-2 MESYLATE ;  Phenethyl alcohol ;  1-Phenylethyl acetate ;  Bromoacetone (stabilized with MgO) ;  4-METHOXY-BETA-BROMOPROPIOPHENONE ;  4'-Bromopropiophenone"
,816,10,Contact,"{'Tel': ['13524892556    02151969655', '   +86-311-66576321', '+8618162590268    027-027-83850178', '   0519-88865202', '+8618621169109   ', '+8618164098996   '], 'Email': [' 3554657675@qq.com', ' sales-cn@potentpharm.com', ' 1984393783@qq.com', ' 1509846073@qq.com', ' sales@czdwmy.com', ' market03@meryer.com']}"
,816,11,Website,nan ; https://www.meryer.com/
,816,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=7#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=21086-33-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-31-2&a=China&left=True&page=3#J_Condition
,817,1,Name,"Mianyang Vandino Pharmaceutical Technology Co., Ltd."
,817,3,Products, Fentanyl Carbamate
,817,10,Contact,"{'Tel': ['+8618818260767   '], 'Email': [' sales@chemegen.com']}"
,817,11,Website,nan
,817,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1465-20-9&a=China&left=True&page=1#J_Condition
,818,1,Name,"Mingwei (Shandong) Supply Chain Management Co., Ltd"
,818,3,Products," 2-Chlorobenzyl chloride ;  Aniline ;  acetophenone ;  N-Methylformamide ;  1,4-Butanediol ;  Ethyl Acrylate ;  Benzaldehyde"
,818,10,Contact,"{'Tel': ['+8615553101303   '], 'Email': [' mingweichemical@163.com']}"
,818,11,Website,nan ; http://
,818,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=15#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=8#J_Condition
,819,1,Name,Molcoo Chemicals Inc.
,819,3,Products," 5-(2-Nitroprop-1-en-1-yl)benzo[d][1,3]dioxole ;  TIANFU CHEM---4'-Bromopropiophenone"
,819,10,Contact,"{'Tel': ['+86-19937530512    0371-55170693', '15380475813   '], 'Email': [' info@tianfuchem.com', ' sales@ruiqingchem.com']}"
,819,11,Website,http://www.molcoo.com/
,819,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5438-41-5&a=China&left=True&page=2#J_Condition
,820,1,Name,"Morning Student Science and Technology (Guangzhou) Co., Ltd."
,820,3,Products," CP-55,940 ;  JWH 398 ;  WIN 55212-2 mesylate ;  JWH 398 (exempt preparation) ;  AB-FUBINACA ;  N-methyl U-47931E ;  U-69593 ;  THJ-018 ;  WIN-55,212-2 ;  O-689"
,820,10,Contact,"{'Tel': ['   0755-26755892', '+8618818260767   ', '13260236521    010-57263844', '   +86 (21) 5027-2946, +86 13818785766', '   021-54046791', '+8615093356674    0371-+86-0371-86658258', '18916172912    021-021-69568360', '   +86-022-60980596', '   400-800-8151', '+8619945030958    027-027-59101668'], 'Email': [nan, ' 470003480@QQ.COM', ' order@med-bio.cn', ' laboratory@coreychem.com', ' 2881924765@qq.com', ' sales@chemegen.com', ' service@neobioscience.com', ' info@f-biology.com', ' Administrator@snowbiote.com', ' kexianxun@gmail.com']}"
,820,11,Website,nan ; http://www.chenxue-biotech.com/
,820,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1364933-55-0&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=75570-38-6&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=83002-04-4&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=166100-39-6&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1292765-18-4&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1185282-01-2&a=China&left=True&page=1#J_Condition
,821,1,Name,"Mu Mu New Material Technology (Shanghai) Co., Ltd."
,821,3,Products, 2-Chlorobenzyl chloride
,821,10,Contact,"{'Tel': ['   13805709842'], 'Email': [' sales@chemintel.cn']}"
,821,11,Website,nan
,821,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=12#J_Condition
,822,1,Name,"NINGBO JL NEW MATERIAL CO.,LTD"
,822,3,Products, 877-37-2 ;  N-METHYL-4-PIPERIDONE ;  N-Benzyl-4-piperidone ;  Sodium triacetoxyborohydride ;  ANILINE
,822,10,Contact,"{'Tel': ['+8613003551299    0513-85666561', '+8618957899377    574-88552216', '+86+86-15387063101    027-+86-027-59232304'], 'Email': [' 1950195836@qq.com', ' 2369399482@qq.com', ' 2881924050@qq.com']}"
,822,11,Website,nan ; https://www.chemicalbook.com/supplier/24575234/
,822,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=11#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=7#J_Condition
,823,1,Name,"NINGBO YUANFANG BIOCHEMICALS CO.,LTD."
,823,3,Products, Propionic acid ;  2-Chlorobenzyl chloride
,823,10,Contact,"{'Tel': ['   0574-27862437'], 'Email': [' info@distant-chem.com']}"
,823,11,Website,http://www.distant-chem.com/
,823,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=6#J_Condition
,824,1,Name,NORANA GROUP
,824,3,Products," 2-Chlorobenzyl chloride ;  2-BROMO-1-PHENYL-PENTAN-1-ONE ;  ETHYL 2-PHENYLACETOACETATE ;  2-Bromo-1-(4-chlorophenyl)propan-1-one ;  (2-Bromoethyl)benzene ;  N-Methylformamide ;  2-Phenylacetophenone ;  Sodium triacetoxyborohydride ;  1-Methyl-4-piperidone ;  1-Phenyl-2-nitropropene ;  1,4-Butanediol ;  Phenylacetaldehyde ;  Acetophenone ;  Benzaldehyde"
,824,10,Contact,"{'Tel': ['+8618971353902    027-027-18971353-902', '+8617702909819    86-+86-86-029-87551862', '+8617386138556    027-59209883', '+8618502762009   '], 'Email': [' service@nornachem.com', ' sales006@ingredients-lonier.com', ' 2242508613@qq.com', ' 721846333@qq.com']}"
,824,11,Website,nan ; https://www.nornachem.com/
,824,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=15#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=7#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=4#J_Condition
,825,1,Name,"NanJing JingWei Chemical Co., Ltd."
,825,3,Products, Acetophenone
,825,10,Contact,"{'Tel': ['+8613270709979   '], 'Email': [' njjwchem@163.com']}"
,825,11,Website,nan
,825,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=10#J_Condition
,826,1,Name,"Nanjing BAM Biomedical Technology Co., Ltd."
,826,3,Products, Ethyl 4-phenylacetoacetate
,826,10,Contact,"{'Tel': ['+86   '], 'Email': [' sales@bingochem.com']}"
,826,11,Website,http://bamchem.company.lookchem.cn/about/
,826,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=3#J_Condition
,827,1,Name,"Nanjing Bangnuo Biotechnology Co., Ltd"
,827,3,Products," 1,4-Butanediol"
,827,10,Contact,"{'Tel': ['   86-025-52176286'], 'Email': [' eric@chembj.com']}"
,827,11,Website,http://www.realanabolicsteroids.com/
,827,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition
,828,1,Name,Nanjing Becas pharmatech Ltd.
,828,3,Products, N-BENZYLOXYCARBONYL-4-PIPERIDONE ;  2-bromo-1-(4-methoxyphenyl)propan-1-one
,828,10,Contact,"{'Tel': ['0086 189 4982 3763    0551-0551-65418671', '+8613912903754   '], 'Email': [' info@becaspharma.com', ' sales@tnjchem.com']}"
,828,11,Website,https://%20Email:%20info@becaspharma.com/
,828,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=21086-33-9&a=China&left=True&page=1#J_Condition
,829,1,Name,"Nanjing Bermuda Biotechnology Co., Ltd."
,829,3,Products," Valerophenone ;  1,4-Butanediol ;  Sodium triacetoxyborohydride"
,829,10,Contact,"{'Tel': ['+8618086404407    027-17340521416//18086404407', '   021-32092626-416'], 'Email': [' wangweiwei@cbcsh.com.cn', ' 1757224788@qq.com']}"
,829,11,Website,nan ; https://www.chemicalbook.com/ShowSupplierProductsList1925669/0.htm
,829,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=9#J_Condition
,830,1,Name,"Nanjing Cavendish Bio-engineering Technology Co., Ltd"
,830,3,Products, 4-Piperidinone
,830,10,Contact,"{'Tel': ['   0086-311-66600578'], 'Email': [' sales@aopharm.com']}"
,830,11,Website,http://www.njcavendish.com/
,830,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=41661-47-6&a=China&left=True&page=1#J_Condition
,831,1,Name,Nanjing Chem. Corp. Chemical Plant
,831,3,Products, Aniline
,831,10,Contact,"{'Tel': ['   025-57791292'], 'Email': [' nanjingchem@nanjingchem.com']}"
,831,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList6012/0.htm
,831,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
,832,1,Name,"Nanjing Chemfly Medical Technology Co., Ltd."
,832,3,Products, 2-Phenylacetophenone
,832,10,Contact,"{'Tel': ['   025-58740787'], 'Email': [' info@chemfly.com']}"
,832,11,Website,http://www.chemfly.com/
,832,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=4#J_Condition
,833,1,Name,"Nanjing Chemical Co., the morning"
,833,3,Products, Thioglykols?ure
,833,10,Contact,"{'Tel': ['   025-83218065'], 'Email': [' info@gcchem.com.cn']}"
,833,11,Website,http://www.gcchem.com.cn/products_detail.asp?id=254
,833,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=4#J_Condition
,834,1,Name,"Nanjing Chemical Reagent Co., Ltd"
