ID,Name,Tel,Email,CAS,Product Name,Stock_Weight,Price,Last_Updated,Verified_On,Remarks,Website_URL,Source_URL
ChemBook_3021,"Tianjin Kemiou Chemical Reagent Co., Ltd.",13902142909   , kermel@163.com, 140-88-5, Ethyl acrylate,,,,,,http://www.chemreagent.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition
ChemBook_3022,"Weifang Jiaxin Chemical Co., Ltd.",   0536-8371918, 8371918@wfjxchem.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition
ChemBook_3023,"Wuxi Mingri Chemical Technology Co., Ltd.",15949267094    0510-80776682, sales@mingrichem.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition
ChemBook_3024,"Zibo Aojin Chemical Sales Co., Ltd.",   0533-2188606, info@aojinchem.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition
ChemBook_3025,"Zibo Mengzhong Import and Export Trade Co., Ltd.",   0533-3585926, zgmz@zgmengzhong.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3026,"Guangzhou Jiaying Chemical Technology Co., Ltd.",   020-82551033, 649140245@qq.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3027,"Shanghai Yaji Biotechnology Co., Ltd.",   021-34661275,, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3028,"Shandong Zoneyoung Chemical Co., Ltd.",   +86 (533) 358-7809, he@sdzimao.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3029,Hao of Shanghai Chemical Co.,   021-62058113, haochem@hi2000.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3030,Jingzewang Chemical Corporation,   010-87393986, jingzewang@jzwchem.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3031,"Shanghai Yuanji Chemical Co., Ltd",   86-021-62148979, shyjhg@gmail.com, 140-88-5, Ethyl acrylate,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3032,"Shanghai Hao Zhun Biological Technology Co., Ltd.",15800340161   , info@zzsrm.com, 140-88-5," EthylAcrylateSolution,200mg/L,1ml",,,,,Purity: 200mg/L于P/T甲醇，,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition
ChemBook_3033,"changzhou huayang technology co., ltd",+86+8615250961469   , 2571773637@qq.com, 100-46-9, Benzylamine,,,,2021-11-02,Package: 200kg/drum,http://www.huayangchem.com/template/eabout.html,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3034,Honest Joy Holdings Limited,+8613717124449    0755-36694831, sale@feiyang.com.cn, 100-46-9, Benzylamine,200kg,1.00,"Jan15,2024",2021-02-02,Purity: .995,http://www.dimethyl-maleicanhydride.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3035,shandong exelon biochem co.ld,+8615053330977    533-2119995, 451614802@QQ.com, 100-46-9, Benzylamine,,,,2023-09-21,Purity: 99% | Package: 200kgs,http://www.sdebio.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3036,"Henan Fengda Chemical Co., Ltd",+8613613820652    +86-371-86557731, info@fdachem.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 1KG;50USD|1000KG;1USD,http://www.fdachem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3037,"Hebei Fengqiang Trading Co., LTD",+8613373049370   , kaia@hbfengqiang.com, 100-46-9, Benzylamine,,,,2023-05-26,Purity: 99 | Package: 1drum;100USD,https://www.chemicalbook.com/manufacturer/hbfengqiang%20trading%20company/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3038,"Capot Chemical Co.,Ltd.",+8613336195806    571-571-85586718, sales@capotchem.com, 100-46-9, Benzylamine,,,,2017-10-19,Purity: NLT 98% | Package: 1G;1KG;100KG,http://www.capotchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3039,"Hangzhou FandaChem Co.,Ltd.",+86+8615858145714    008657128800458, fandachem@gmail.com, 100-46-9, Benzylamine fandachem,,,,,Purity: As coa | Package: As request | CustNote: 100-46-9,http://www.fandachem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3040,"Hefei TNJ Chemical Industry Co.,Ltd.",+86+86-18949832763    0551-+86-0551-65418679, info@tnjchem.com, 100-46-9, Benzylamine,,,,2020-11-09,Purity: 99.5 | Package: 1ASSAYS;1USD,https://www.tnjchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3041,career henan chemical co,+86    0371-86658258, sales@coreychem.com, 100-46-9, Benzylamine,,,,2018-07-23,Purity: 99% | Package: 200KG;7USD,https://www.coreychem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3042,"Wuhan Boyuan Import & Export Co., LTD",+8615175982296    +86-15175982296, Mike@whby-chem.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 1KG;10USD,http://www.whby-chem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3043,"Hebei Guanlang Biotechnology Co., Ltd.",+86+86-19930503282   , alice@crovellbio.com, 100-46-9, Benzylamine,,,,2022-08-23,Purity: 99% | Package: 1KG;10USD,https://www.chemicalbook.com/manufacturer/hebei-guanlang-biotechnology/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3044,"Xiamen AmoyChem Co., Ltd",+86+8618959220845    592-+86-592-6051114, sales@amoychem.com, 100-46-9, Benzylamine,,,,2019-05-09,,http://www.amoychem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3045,"Chongqing Chemdad Co., Ltd",+86+8613650506873    023-+86-023-61398051, sales@chemdad.com, 100-46-9, Benzylamine,,,,,Purity: 0.98 | Package: 1kg，2kg，5kg，10kg，25kg,http://www.chemdad.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3046,CONIER CHEM AND PHARMA LIMITED,+86+8618523575427   , sales@conier.com, 100-46-9, benzylamine,,,,2019-12-07,Purity: 0.99 | Package: 1mt,http://www.conier.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3047,"Univar Solutions(China) Co., Ltd.",+8615902132654   , ivy.zhuang@univarsolutions.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 180Kg/Drum;USD,https://www.chemicalbook.com/manufacturer/univar-solutionschina-249/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3048,"Hebei Mojin Biotechnology Co., Ltd",+86+8615028179902    15028179902, sales@hbmojin.com, 100-46-9, Benzylamine,,,,2020-06-19,Purity: 99% | Package: 25KG;USD,https://www.mojinchemical.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3049,SIMAGCHEM CORP,+86+86-13806087780   , sale@simagchem.com, 100-46-9, Benzylamine,,,,2020-06-29,"Purity: 0.99 | Package: 1kg,5kg,25kgs,200kgs;bulk",http://www.simagchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3050,"Hubei Ipure Biology Co., Ltd",+8613367258412   , ada@ipurechemical.com, 100-46-9, Benzylamine,,,,,Purity: 0.99 | Package: 5KG;1KG,http://www.ipurechemical.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3051,"Hefei TNJ Chemical Industry Co.,Ltd.",0086 189 4982 3763    0551-0551-65418671, sales@tnjchem.com, 100-46-9, Benzylamine,,,,2020-11-09,,https://www.tnjchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3052,AFINE CHEMICALS LIMITED,+86    0571-85134551, info@afinechem.com, 100-46-9, BENZYLAMINE,,,,2021-05-18,Purity: 99% | Package: USP EP CP,http://www.afinechem.com/index.html,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition
ChemBook_3053,"Baoji Guokang Bio-Technology Co., Ltd.",13892490616    0917-0917-3909592, gksales1@gk-bio.com, 100-46-9, Benzylamine,,,,2021-06-07,Purity: 0.99 | Package: 200kg;1T,http://www.gk-bio.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3054,"Hebei Guanlang Biotechnology Co,.LTD",+8619930503252   , daisy@crovellbio.com, 100-46-9, Benzylamine,,,,,Purity: 99%|Package: 1KG;15.00;USD,https://www.chemicalbook.com/manufacturer/hebei-crovell-biotech-455/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3055,"Dayang Chem (Hangzhou) Co.,Ltd.",+8617705817739    571-88938639, info@dycnchem.com, 100-46-9, Benzylamine,,,,2021-07-08,Purity: 0.95&0.99 | Package: 0.1KG;1KG;1000KG | CustNote: Wholesale price,https://www.dycnchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3056,"Zhuoer Chemical Co., Ltd",+86+8613524231522    02120970332, sales@zhuoerchem.com, 100-46-9, Benzylalmine,,,,2021-07-20,Purity: 0.99 | Package: 25KG;5KG;1KG,http://www.zhuoerchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3057,CD Chemical Group Limited,+8615986615575   , info@codchem.com, 100-46-9, Benzylamine,,,,,Purity: 0.99 | Package: 1000KG;100KG;5KG;1KG,http://www.codchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3058,Hebei Duling International Trade Co. LTD,+8618032673083    +86-0311-87836622, sales05@hbduling.cn, 100-46-9, Benzylamine,,,,2022-06-22,Purity: 99%|Package: 1kg;105.00;USD,https://www.chemicalbook.com/ShowSupplierProductsList1283525/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3059,"LEAP CHEM CO., LTD.",+86    852-30606658, market18@leapchem.com, 100-46-9, Benzylamine,,,,2022-06-30,Package: 1g; 5g; 25g; 1kg; 5kg; 25kg,https://www.leapchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3060,"Zouping mingyuan import & export trading co., ltd",+86+8618364991597    0543-+86-0543-2240078, myzhao793@163.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 200kg;25kg,http://www.zpmingyuan.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3061,"Changzhou Rokechem Technology Co., Ltd.",, sales001@rokechem.com, 100-46-9, Benzylamine,,,,2022-08-03,Purity: 99%min | Package: 25kg;USD,http://www.rokechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3062,"Hangzhou MolCore BioPharmatech Co.,Ltd.",+8617767106207    0571-81025280, sales@molcore.com, 100-46-9, Benzylamine,,,,,Purity: 98% Min. | Package: 1G;100G;1KG;50KG | CustNote: MC40797,https://www.molcore.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3063,"Hebei Guanlang Biotechnology Co., Ltd.",+8619930503259   , cherry@crovellbio.com, 100-46-9, Benzylamine,,,,2022-08-23,Purity: 99% | Package: 1KG;|250KG;|1000KG,https://www.chemicalbook.com/manufacturer/hebei-guanlang-biotechnology/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3064,PT CHEM GROUP LIMITED,+86+86-85511178    0371-+86-85511178, peter68@ptchemgroup.com, 100-46-9, Benzylamine,,,,2022-10-31,Purity: 0.95&0.99 | Package: 0.1KG;1KG;1000KG | CustNote: Wholesale price,https://www.chemicalbook.com/manufacturer/henan-lihao-chem-plant-25020/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3065,"ZHEJIANG JIUZHOU CHEM CO., LTD",+86+86-13454675544    +86-0576225566889, admin@jiuzhou-chem.com；jamie@jiuzhou-chem.com；alice@jiuzhou-chem.com, 100-46-9, Benzylamine,,,,,Package: 25KG,http://www.jiuzhou-chem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3066,"SUZHOU SENFEIDA CHEMICAL CO.,LTD",+8615195660023    0512-83500002, sales@senfeida.com, 100-46-9, Benzylamine,,,,2023-02-16,Purity: 99% | Package: 200KG,http://,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3067,Guangzhou Tosun Pharmaceutical Limited,+8618922120635    18922120635, sales@toref-standards.com, 100-46-9, Lacosamide EP Impurity J,,,,,Package: 5MG;10MG;15MG;20MG,http://toref-standards.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3068,"Changzhou AniKare Pharmatech Co., Ltd.",+8618018249389    0519-8359, sales@anikare.com, 100-46-9, Benzylamine,,,,2023-05-19,Purity: 99% | Package: 5KG;1KG;25KG,http://www.anikare.cn/index_en.html,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3069,"Weifang Wehibest Supply Chain Co.,Ltd",+8613583620690   , hotspotbiotech@163.com, 100-46-9, 4-Dimethylaminobenzaldehyde,,,,2023-07-05,Purity: 0.99 | Package: 10g;100g;1kg;25kg;200kg;IBC,http://,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3070,Amadis Chemical Company Limited,+86    571-571-89925085, sales@amadischem.com, 100-46-9, Benzylamine,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3071,"Zhengzhou Lingzhiyue Technology Co., Ltd",+8613783527580    0371-55074660, Lingzhiyue@aliyun.com, 100-46-9, Benzylamine,,,,,"Purity: 99% | Package: 100KG,25KG,5KG;1KG",http://lingzhiyuechem.net/IndexEN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3072,"Shanghai Acmec Biochemical Technology Co., Ltd.",+undefined18621343501   , product@acmec-e.com, 100-46-9, Benzylamine,,,,2024-01-10,"Purity: 99% | Package: 100ml, 1L, 500ml, 250ml",http://www.acmec.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition
ChemBook_3073,"Shandong Hanjiang Chemical Co., Ltd",+8618369939125    0533-2066820, hanson@sdhanjiang.com, 100-46-9, Benzylamine,,,,,Purity: 0.99 | Package: 1kg,http://www.sdhanjiang.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3074,Shanghai CR Corporation Limited,+864006653949   , fred.wen@crcorporation.cn, 100-46-9, Benzylamine,,,,,,http://www.crcorporation.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3075,DONBOO AMINO ACID COMPANY,+8613063595538   , donboo@donboo.com, 100-46-9, Benzylamine,,,,2022-11-17,Package: can be customized,http://www.donboo.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3076,"Henan Tianfu Chemical Co.,Ltd.",+86-19937530512    0371-55170693, info@tianfuchem.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 25KG;5KG;1KG,https://www.tianfuchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3077,"Changzhou Fullone Chemical Co., Ltd.",+8613328197671   , sales@borenchem.cn, 100-46-9, Benzylamine,,,,2021-10-11,Purity: 98% | Package: 1KG;5KG;25KG,https://www.chemicalbook.com/ShowSupplierProductsList1674475/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3078,"Shanghai Hengmao New Materials Technology CO., LIMITED",+8617736933208    0086-1773693, 1137059254@qq.com, 100-46-9, Benzylamine,,,,2022-11-01,Purity: 99% | Package: 100KG;10KG;5KG;1KG,http://shanghaihm.com/index.asp,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3079,"Mainchem Co., Ltd.",+8618030271905    86-05926210733, sarah@mainchem.com, 100-46-9, Benzylamine,,,,,Package: According to customer‘s requirement,http://www.mainchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3080,"AHH Chemical Co,.Ltd",   86-1860259310, sales@ahhchemical.com,, Benzylamine,,,,,Brand：ahhchemical | Product Number：MT-47612 | Purity：98%,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3081,"Hubei Jusheng Technology Co.,Ltd",+8618871490274    027-59599241, 1400878000@qq.com, 100-46-9, Benzylamine,,,,,,http://www.jushengtech.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3082,HENAN SUNLAKE ENTERPRISE CORPORATION,   +86-371- 55366292, info@hnsunlake.com, 100-46-9, Benzylamine,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30312/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3083,"Qingdao On-Billion Import and Export Co., Ltd",   0532-80681979, kellyzhang@obn.com.cn, 100-46-9, Benzylamine,,,,,,http://www.obn.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3084,"laidiou biological technology co.,limited",   0512-81664689, sales@laidiou.com, 100-46-9, Benzylamine,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30287/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3085,Tianjin Snow Bio-technique Co.Ltd.,   +86-022-60980596, Administrator@snowbiote.com, 100-46-9, Benzylamine,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30326/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3086,"Hunan chemfish Pharmaceutical co.,Ltd",   0731-85567275, sales@chemfish.com, 100-46-9, Benzylamine,,,,,,http://www.chemfish.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3087,"Hangzhou Yunuo Chemical Co., Ltd",   +86-571-83715115, sales@yunuochem.com, 100-46-9, Benzylamine,,,,,,http://www.yunuochem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3088,Beijing Cerametek Materials Co. Ltd.,   +86-10-6156.6641, sales@cerametmaterials.com, 100-46-9, Benzylamine,,,,,,http://www.cerametmaterials.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3089,"Hangzhou Dingyan Chem Co., LTD",+8615267169049    0571-87157530, sales@dingyanchem.com, 100-46-9, Benzylamine,,,,,Purity: Company standard,http://www.dingyanchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3090,"JINHUA HUAYI CHEMICAL CO., LTD.",   86-579-82660891, sales@chinahuayichem.com, 100-46-9, Benzylamine,,,,,,http://www.chinahuayichem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3091,"Neostar United Industrial Co., Ltd.",   0519-85557386, sales@neostarunited.com, 100-46-9, Benzylamine,,,,,,http://www.neostarunited.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3092,"Nanjing Chemlin Chemical Co., Ltd.",   +86-25-83697070, sales@chemlin.com.cn, 100-46-9, Benzylamine,,,,,,http://www.echemlin.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition
ChemBook_3093,"ALL RIGHT CHEMICAL CO.,LTD",   86-531-55516881, sales@arbiotechem.com, 100-46-9, Benzylamine,,,,,,http://www.arbiotechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3094,Du-Hope International Group,   025- 52346877, chtang@du-hope.com, 100-46-9, Benzylamine,,,,,,http://www.du-hope.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3095,"Changzhou Ansciep Chemical Co.,Ltd.",   +86 519 8630 5871, sales@ansciepchem.com, 100-46-9, Benzylamine,,,,,,http://www.ansciepchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3096,"Guangzhou Isun Pharmaceutical Co., Ltd",18927568969    020-020-39119399, isunpharm@qq.com, 100-46-9, Benzylamine,,,,,Purity: 98% | Package: 1g;5g;50g;100g;1kg;5kg,http://www.isunpharm.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3097,"Shanghai Hongbang Pharmaceutical Co., Ltd.",+8618917636693    021-64975436, 1377976036@qq.com, 100-46-9, Benzylamine,,,,,Package: 180KG/00,http://www.hongbangpharma.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3098,"Suzhou Hengning Pharmaceutical Technology Co., Ltd.",17365378613    0512-0512-65649061, hengningpharma@163.com, 100-46-9, Benzylamine,,,,,,http://www.chemicalbook.com/ShowSupplierProductsList30206/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3099,"Jiaxing Deyi Chemical Co., Ltd.",13325730825    0573-86-0573-85866609, 945717149@qq.com, 100-46-9, Benzylamine,,,,,Purity: 98% | Package: 100;500;1KG;5KG;10KG,http://www.dyhuagong.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3100,"Hubei XinMingTai Chemical Co., Ltd.",+8617771741533    177-7179, 1228159977@qq.com, 100-46-9, Benzylamine,,,,,Purity: 98% HPLC | Package: 1KG;5KG;10KG;50KG;100KG,https://www.chemicalbook.com/supplier/10010892/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3101,"Changzhou Carman Chemical Co., ltd",+8618151214939    0519-0519-83534936, 1521178147@qq.com, 100-46-9, Benzylamine,,,,,Purity: 99% | Package: 25 kg/,https://www.chemicalbook.com/ShowSupplierProductsList31023/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3102,"Shijiazhuang Leather Bureau Chemical Technology Co., Ltd.",13020863400   , liaoy124@163.com, 100-46-9, Benzylamine,,,,,Purity: 99.5% GC,http://www.chemicalbook.com/ShowSupplierProductsList31175/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3103,"Shandong Billy Fluorochemical Co., Ltd.",   0532-80960264, Amy@sdbelievechem.com, 100-46-9, Benzylamine,,,,,,http://www.sdbelievechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3104,"Chengdu Bright Chemical Technology Co., Ltd.",   4008-755-333, aikeshiji@163.com, 100-46-9, Benzylamine,,,,,,http://www.aikeshiji.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3105,"Shanghai Chinese Simplification Co., Ltd.",   021-32501999, 3532921168@qq.com, 100-46-9, Benzylamine,,,,,,http://www.shzjchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3106,"Shanghai Runjie Chemical Reagent Co., Ltd.",   021-52511155, caiwei@richjoint.com, 100-46-9, Benzylamine,,,,,,http://www.richjoint.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3107,"Changzhou Yuexing Chemical Co., Ltd",   +86-519-85066518 86803388, sales@yuexingchem.com, 100-46-9, Benzylamine,,,,,,http://www.yuexingchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3108,"Suzhou Jingye Medicine & Chemical Co., Ltd",   0512-66658588 66658898, info@jingyechem.cn, 100-46-9, Benzylamine,,,,,,http://www.daxinchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
ChemBook_3109,"Cradlechem (Jiangsu) Technology Co., Ltd",   0519-82619833, cradlechem@163.com, 100-46-9, Benzylamine,,,,,,http://www.cradlechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition
